alpha,beta,run,aggregator,mean_utility,mean_fairness,mean_worst_group
0.75,0.25,1,multiplicative_weights,0.4787421644491572,0.9368609804590391,0.3255397888376232
0.75,0.25,1,majority_vote,0.4787421644491572,0.9368609804590391,0.3255397888376232
0.75,0.25,1,oracle,0.49315392155408005,0.9276463902088673,0.321253880306594
0.75,0.5,0,multiplicative_weights,0.4710856539869084,0.9327432252515763,0.3193354939170396
0.75,0.5,0,majority_vote,0.4710856539869084,0.9327432252515763,0.3193354939170396
0.75,0.5,0,oracle,0.48173942505067097,0.9229945267348636,0.31354000970204415
0.75,0.5,1,multiplicative_weights,0.4247544532899704,0.9330708875100531,0.29697666337898226
0.75,0.5,1,majority_vote,0.4247544532899704,0.9330708875100531,0.29697666337898226
0.75,0.5,1,oracle,0.44199676335678684,0.9189425583232201,0.2847231210188143
0.75,0.75,0,multiplicative_weights,0.45512651266085374,0.9251013390934549,0.3031824647088088
0.75,0.75,0,majority_vote,0.45512651266085374,0.9251013390934549,0.3031824647088088
0.75,0.75,0,oracle,0.4660020717136841,0.9094328104779136,0.28525863187940814
0.75,0.75,1,multiplicative_weights,0.4518264313542449,0.9274548138496301,0.30828711983115703
0.75,0.75,1,majority_vote,0.4518264313542449,0.9274548138496301,0.30828711983115703
0.75,0.75,1,oracle,0.46949572298814984,0.917483489338805,0.30010152346101343
0.75,1.0,0,multiplicative_weights,0.47406503577527,0.9305444483233429,0.3092990320142477
0.75,1.0,0,majority_vote,0.47406503577527,0.9305444483233429,0.3092990320142477
0.75,1.0,0,oracle,0.4815294894648303,0.9135847590602055,0.2949446026186674
0.75,1.0,1,multiplicative_weights,0.4486985917257304,0.9264409580800522,0.29529006373631744
0.75,1.0,1,majority_vote,0.4486985917257304,0.9264409580800522,0.29529006373631744
0.75,1.0,1,oracle,0.46369577906401316,0.9139090268423644,0.2870100664503124
1.0,0.0,0,multiplicative_weights,0.45320497773446744,0.9362227385847575,0.3129218831233601
1.0,0.0,0,majority_vote,0.45320497773446744,0.9362227385847575,0.3129218831233601
1.0,0.0,0,oracle,0.4681899475327547,0.9251943447165623,0.3031964107840988
1.0,0.0,1,multiplicative_weights,0.4531527443689701,0.9340018664765363,0.3189978536844461
1.0,0.0,1,majority_vote,0.4531527443689701,0.9340018664765363,0.3189978536844461
1.0,0.0,1,oracle,0.46526182813774775,0.9285201195182216,0.3174371700203268
1.0,0.25,0,multiplicative_weights,0.4657745707709736,0.9354509488770074,0.3247842565202624
1.0,0.25,0,majority_vote,0.4657745707709736,0.9354509488770074,0.3247842565202624
1.0,0.25,0,oracle,0.4763754294274894,0.9321667340121368,0.31939563288168776
1.0,0.25,1,multiplicative_weights,0.48420202078064506,0.9368960211548688,0.34291540080780575
1.0,0.25,1,majority_vote,0.48420202078064506,0.9368960211548688,0.34291540080780575
1.0,0.25,1,oracle,0.49402232949721314,0.9326449051039846,0.34166094249903955
1.0,0.5,0,multiplicative_weights,0.46424830342531115,0.93340220056519,0.31133173034370637
1.0,0.5,0,majority_vote,0.46424830342531115,0.93340220056519,0.31133173034370637
1.0,0.5,0,oracle,0.48079830591077943,0.912991092811213,0.29195244953153743
1.0,0.5,1,multiplicative_weights,0.4508438875624885,0.9269003644123784,0.31929224956101454
1.0,0.5,1,majority_vote,0.4508438875624885,0.9269003644123784,0.31929224956101454
1.0,0.5,1,oracle,0.45913547327106186,0.9123828985952964,0.2994732102075616
1.0,0.75,0,multiplicative_weights,0.43644826962065536,0.9353711082183154,0.29747799608444686
1.0,0.75,0,majority_vote,0.43644826962065536,0.9353711082183154,0.29747799608444686
1.0,0.75,0,oracle,0.4506054307188891,0.9213687298961843,0.285523421151903
1.0,0.75,1,multiplicative_weights,0.4621849773728099,0.9360152829538425,0.3169874046319741
1.0,0.75,1,majority_vote,0.4621849773728099,0.9360152829538425,0.3169874046319741
1.0,0.75,1,oracle,0.47039296387307733,0.9285106618641674,0.3155860606952589
1.0,1.0,0,multiplicative_weights,0.45303069379989774,0.9172553629822763,0.2867687964517398
1.0,1.0,0,majority_vote,0.45303069379989774,0.9172553629822763,0.2867687964517398
1.0,1.0,0,oracle,0.4692584173129738,0.9024230639969726,0.2721217169545903
1.0,1.0,1,multiplicative_weights,0.44507711563318086,0.9395847844118582,0.3154054226161548
1.0,1.0,1,majority_vote,0.44507711563318086,0.9395847844118582,0.3154054226161548
1.0,1.0,1,oracle,0.4636351758148197,0.918766355724338,0.2937505337188853
