corruption_rate,run,architecture,aggregator,mean_utility,mean_fairness,mean_worst_group
0.5,2,hierarchical,random_dictator,0.4091979708816386,0.9287218674663265,0.27162796759355856
0.5,2,hierarchical,supervisor_rerank,0.41532637883050794,0.9229359960204296,0.2696723152824824
0.5,2,hierarchical,oracle,0.4151787560170882,0.9213498938425353,0.2664192917163434
0.5,2,flat,majority_vote,0.4427584062404269,0.9159123105746668,0.27963154713066934
0.5,2,flat,oracle_upper_bound,0.4513423824153319,0.9041927624139483,0.2705373307997471
0.5,2,flat,self_consistency,0.44565973299219697,0.9133330169882146,0.278976548084934
0.5,2,flat,ema_trust,0.4427584062404269,0.9159123105746668,0.27963154713066934
0.5,2,flat,trimmed_vote,0.4439164000383772,0.9153883258887928,0.2796467719235831
0.5,2,flat,multiplicative_weights,0.4427584062404269,0.9159123105746668,0.27963154713066934
0.5,2,flat,confidence_weighted,0.4427584062404269,0.9159123105746668,0.27963154713066934
0.5,2,flat,random_dictator,0.4432174383148334,0.9169349349736765,0.2811537973243323
0.5,2,flat,supervisor_rerank,0.44332260333006546,0.9067999042972504,0.26664311781299116
0.5,2,flat,oracle,0.45448842014069685,0.9094261047588375,0.27631338495099167
0.75,0,hierarchical,majority_vote,0.42138964564589815,0.9278026429267388,0.27609320797957776
0.75,0,hierarchical,oracle_upper_bound,0.4214168908494859,0.9273714185546872,0.27760011218278946
0.75,0,hierarchical,self_consistency,0.42138964564589815,0.9278026429267388,0.27609320797957776
0.75,0,hierarchical,ema_trust,0.42138964564589815,0.9278026429267388,0.27609320797957776
0.75,0,hierarchical,trimmed_vote,0.4219703633104004,0.9287785109800722,0.2787169360370089
0.75,0,hierarchical,multiplicative_weights,0.42138964564589815,0.9278026429267388,0.27609320797957776
0.75,0,hierarchical,confidence_weighted,0.42138964564589815,0.9278026429267388,0.27609320797957776
0.75,0,hierarchical,random_dictator,0.41153182123685,0.9212840191978997,0.26484911995772037
0.75,0,hierarchical,supervisor_rerank,0.4231291603035523,0.9269785935046163,0.27989033722096757
0.75,0,hierarchical,oracle,0.4224892374502621,0.931415771241088,0.27942264820430746
0.75,0,flat,majority_vote,0.4764890059471168,0.9175165391883513,0.305056055023748
0.75,0,flat,oracle_upper_bound,0.469965592398284,0.9259372991973757,0.3143162695243392
0.75,0,flat,self_consistency,0.46790475179002766,0.9038078144496754,0.28702628834445093
0.75,0,flat,ema_trust,0.47497514300601573,0.9187223625619029,0.30772960607979183
0.75,0,flat,trimmed_vote,0.4704025900759066,0.9236016555710862,0.3110516944347179
0.75,0,flat,multiplicative_weights,0.47497514300601573,0.9187223625619029,0.30772960607979183
0.75,0,flat,confidence_weighted,0.47497514300601573,0.9187223625619029,0.30772960607979183
0.75,0,flat,random_dictator,0.4678915940642512,0.9144894249025372,0.301491137528647
0.75,0,flat,supervisor_rerank,0.4682823054750335,0.9226467595480664,0.3108795844664035
0.75,0,flat,oracle,0.4784744955029279,0.9213211478432889,0.30760320975986516
0.75,1,hierarchical,majority_vote,0.4201853012220743,0.922421576252255,0.27015522035212064
0.75,1,hierarchical,oracle_upper_bound,0.4414096495433142,0.922519647488455,0.2823729186646587
0.75,1,hierarchical,self_consistency,0.4201853012220743,0.922421576252255,0.27015522035212064
0.75,1,hierarchical,ema_trust,0.4167020386035694,0.9215343607704746,0.2667973518736446
0.75,1,hierarchical,trimmed_vote,0.41345198830284563,0.9206921764219866,0.26380308797340174
0.75,1,hierarchical,multiplicative_weights,0.4147941106295276,0.9222470456657651,0.2660703707725336
0.75,1,hierarchical,confidence_weighted,0.4147941106295276,0.9222470456657651,0.2660703707725336
0.75,1,hierarchical,random_dictator,0.4126520696507076,0.9298290725910621,0.27494564651740316
0.75,1,hierarchical,supervisor_rerank,0.42195523660423484,0.9153010535080661,0.25986449472587714
0.75,1,hierarchical,oracle,0.4213274659508975,0.9213614433788945,0.26783781885124874
0.75,1,flat,majority_vote,0.4541224244392496,0.92369336052792,0.30166921978050554
0.75,1,flat,oracle_upper_bound,0.4541624206112372,0.9144603355881428,0.2877505073000804
0.75,1,flat,self_consistency,0.4541624206112372,0.9144603355881428,0.2877505073000804
0.75,1,flat,ema_trust,0.4541224244392496,0.92369336052792,0.30166921978050554
0.75,1,flat,trimmed_vote,0.44265734164395465,0.9356106606469287,0.31150328717372117
0.75,1,flat,multiplicative_weights,0.44878105910043586,0.9259306577571984,0.3029587823647107
0.75,1,flat,confidence_weighted,0.4541224244392496,0.92369336052792,0.30166921978050554
0.75,1,flat,random_dictator,0.4331786907333091,0.9193653570414634,0.28204023783180454
0.75,1,flat,supervisor_rerank,0.445008068584031,0.924609141646586,0.29988945010273477
0.75,1,flat,oracle,0.4571691168786733,0.9174689573185096,0.2949980582550861
0.75,2,hierarchical,majority_vote,0.4138802557996497,0.9209748030021988,0.268678900683119
0.75,2,hierarchical,oracle_upper_bound,0.41587932209681194,0.9182112529837774,0.26566579279236335
0.75,2,hierarchical,self_consistency,0.4138802557996497,0.9209748030021988,0.268678900683119
0.75,2,hierarchical,ema_trust,0.4138802557996497,0.9209748030021988,0.268678900683119
0.75,2,hierarchical,trimmed_vote,0.41378114067994676,0.9202613066534185,0.267200077590483
0.75,2,hierarchical,multiplicative_weights,0.4131747171807263,0.9206443306031484,0.26674797813893375
0.75,2,hierarchical,confidence_weighted,0.4131747171807263,0.9206443306031484,0.26674797813893375
0.75,2,hierarchical,random_dictator,0.42596430569802696,0.920599481678071,0.27265980683029556
0.75,2,hierarchical,supervisor_rerank,0.41374430714380356,0.9184453268922087,0.2642113725090352
0.75,2,hierarchical,oracle,0.41833891800544076,0.9160984129926217,0.26205297170792335
0.75,2,flat,majority_vote,0.4743614051400263,0.9344387286744582,0.3290720341320881
0.75,2,flat,oracle_upper_bound,0.46404295158070263,0.9492072777164382,0.34376813865978034
0.75,2,flat,self_consistency,0.47481697942638373,0.9270185459409588,0.317357155514736
0.75,2,flat,ema_trust,0.4743614051400263,0.9344387286744582,0.3290720341320881
0.75,2,flat,trimmed_vote,0.47463894970419745,0.9388846823725951,0.3361015790446126
0.75,2,flat,multiplicative_weights,0.4743614051400263,0.9344387286744582,0.3290720341320881
0.75,2,flat,confidence_weighted,0.4743614051400263,0.9344387286744582,0.3290720341320881
0.75,2,flat,random_dictator,0.4609982009621772,0.9370874525528249,0.31958710110283833
0.75,2,flat,supervisor_rerank,0.45943872230270233,0.9440063368072357,0.331746841001651
0.75,2,flat,oracle,0.4782963671696569,0.9327914881113398,0.322663006463591
